"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Note","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description"
"2181210","9781853119613","My Books","",0,,,0,0,,,"Intercessions for Daily Prayer",,"en","Christianity,Christian Liturgy, Prayerbooks & Hymnals,Christian Prayerbooks","Simon Pothen","","","","","","Canterbury Press",96,"2013-05-14","hardcover",,,,,,,"Book Depository",,,"Provides outlines for intercessory prayer for daily prayer. Arranged season by season, this work features a set of intercessions, with appropriate responses, for each day of the week during: Advent, Christmas, Epiphany, Lent, Passiontide, Easter, Ascension-Pentecost, Ordinary Time (two sets) and All Saints."
"2180529","9780648265948","My Books","",0,,,0,0,,,"Marriage, Same-sex Marriage and the Anglican Church of Australia: Essays from the Doctrine Commission","Essays from the Doctrine Commission","en","Anglican & Episcopalian Churches, Church Of England","Anglican Church of Australia","","","","","","Broughton Publishing Pty Ltd",318,"2019-06-17","paperback",,,,,,,,,,"In September 2017 members of General Synod meeting in Maroochydore, Queensland passed a motion asking Standing Committee to 'facilitate a respectful conversation in our church by means of a collection of essays on marriage and same-sex relationships that explore scriptural and theological issues relating to
A.
The doctrine of marriage expressed in the formularies of the Anglican Church of Australia
B.
Our current Australian context exploring the relationship between the state's definition of marriage and the church's doctrine of marriage
C.
Key Old Testament and New Testament texts on sex, marriage and friendship
D.
Scripture and hermeneutics
E.
A theology of blessing
F.
A theology of desire
G.
Godly disagreement on this issue
H.
The cases for and against same-sex marriage and/or the blessing of same-sex unions.'
This book is part of an ongoing conversation. Doctrine Commission members have found this as much a listening process as the articulation of ideas. We hope that the many people who are looking for careful ethical consideration about same sex marriage will find this book helpful."
"2180126",,"My Books","",0,,,0,0,,,"The Power of Prayer and the Prayer of Power",,"English","Religion","R. A. Torrey","","","","","","Ravenio Books",246,"2013-10-01",,,,,,,,,,,"""The great need of the church, today, and of human society as a whole, is a genuine, God-sent revival. It is either revival or revolution, and a revolution that will plunge human society and civilization into chaos and utter confusion. It is a time of wide-spread apostasy. This may be the last apostasy from which we will be saved by the return of our Lord Jesus to this earth to take the reins of government into His own thoroughly competent hands. That would, of course, be the greatest and most glorious of all revivals, and a revival that would never end.But we do not know that this is the final apostasy. There have been more thoroughgoing and appalling apostasies in the past than this one is at the present hour. The apostasy in England in the time of the Wesleys, and in America at the time of Jonathan Edwards, was far more complete than the present apostasy is. The apostasy in this country at the opening of the nineteenth century was far more appalling, at least as regards university life, than the apostasy of today. It was the revival under the Wesleys and their associates that saved the church and saved civilization in their day. Even so thoroughgoing a rationalist as Lecky, the historian, admits that it was the revival under the Wesleys that saved civilization in England. And it was the Great Awakening under the leadership of Jonathan Edwards and others that saved the church in America.Our sorest need today is a deep, thoroughgoing. Spirit-wrought, God-sent revival. Suc..."
"2180121",,"My Books","",0,,,0,0,,,"The White Rose And Other Poems",,,"","Sister Marie CHN","","","","","",,,,,,,,,,,,,,
"2180615","9783848000630","My Books","",0,,,0,0,,,"Monasteries And Monastic Orders: 2000 Years of Christian Art and Culture","2000 Years of Christian Art and Culture","en","Religious Subjects Depicted In Art,Architecture,Religious Buildings","Kristina Krüger","","","Rolf Toman","","Achim Bednorz","h.f.ullmann publishing",432,"2012-05-15","hardcover",,,,,,,,,,"How did the monks, nuns and hermits live? What rules did they agree to obey? To what extent were they able to uphold those ideals in reality? What was the relationship between the monasteries and wordly authorities? And what was the source of the power that the religious orders were able to exercise in political affairs at various times? Are the remarkable cultural accomplishments of the cloisters simply the fruits of great self-discipline, or did they also result from a privileged way of life? Who were the men and women who entered monasteries? Knowledgeable responses to these and many other questions, in conjunction with the opulent illustrations, make this an impressive volume that is destined to become a standard on the subject."
"2180499",,"My Books","",0,,,0,0,,,"Lutheran Worship",,"English","","Lutheran Church--Missouri Synod. Commission on Worship","","","","","","Concordia Publishing House",1005,"1982-01-01",,,,,,,,,,,
"2181236","9781451609004","My Books","",0,,,0,0,,,"Insurrection: To Believe Is Human To Doubt, Divine","To Believe Is Human To Doubt, Divine","en","Christian Theology","Peter Rollins","","","","","","Howard Books",185,"2011-10-04","paperback",,,,,,,"Book Depository",,,"In this incendiary new work, the controversial author and speaker Peter Rollins proclaims that the Christian faith is not primarily concerned with questions regarding life after death but with the possibility of life before death.

In order to unearth this truth, Rollins prescribes a radical and wholesale critique of contemporary Christianity that he calls pyro-theology. It is only as we submit our spiritual practices, religious rituals, and dogmatic affirmations to the flames of fearless interrogation that we come into contact with the reality that Christianity is in the business of transforming our world rather than offering a way of interpreting or escaping it. Belief in the Resurrection means but one thing: participation in an Insurrection."
"2180831","9780994273390","My Books","",0,,"2017-09-23",74,1,,,"Sydney Road Poems",,"English","Poetry,Australian","Carmine Frascarelli","","","","","","Rabbit Poetry Journal",74,"2016-01-01",,"Rabbit Poets Series",,,,,,,,,"""Sydney Road Poems articulate the layers and structures of feeling and history in the course of a street in Melbourne"" -- back cover."
"2180222","9780851118123","My Books","",0,,,0,0,,,"Matthew: An Introduction and Commentary (Tyndale New Testament Commentaries)","An Introduction and Commentary","en","Bible","R.V.G. Tasker","","","","","","Inter-Varsity Press",285,"1971-01-01","paperback",,,,,,,,,,
"2181109",,"My Books","",0,,,0,0,,,"Prince Henry's","the evolution of a Melbourne hospital, 1869-1969","English","History,Medical","Jacqueline Templeton","","","","","","Robertson &​ Mullens",,"1969-01-01",,,,,,,,"City Basement Books",,,
"2181245",,"My Books","",0,,"2017-08-21",0,1,,,"Rabbit 16","Geography","English","Poetry","Jessica Wilkinson (Ed.)","","","","","",,,,,"Rabbit Poetry Journal",16,,,,,"Rabbit Poetry",,,
"3609782",,"My Books","",0,,,0,0,,,"From One Pebble Many Pearls: Perspectives on Cabrini Health 1999-2012",,,"","Di Websdale-Morrissey","","","","","",,,,,,,,,,,,,,
"2180980",,"My Books","",0,,,0,0,,,"How Australian Literature Grew",,"English","Literary Criticism","Enid Moodie Heddle,Iris Millington","","","","","","F. W. Cheshire",90,"1962-01-01",,,,,,,,,,,
"2180277","9781844743063","My Books","",0,,,0,0,,,"Dictionary Of The Old Testament: Wisdom, Poetry & Writings","Wisdom, Poetry & Writings","en","Old Testaments","Tremper Longman","","","","","","InterVarsity Press",967,"2008-07-01","hardcover",,,,,,,,,,"Tremper Longman III and Peter E. Enns edit this collection of 148 articles by 90 contributors on Job, Psalms, Proverbs, Ecclesiastes, Song of Songs, Lamentations, Ruth and Esther."
"339640","9780762437726","My Books","",0,,,0,0,,,"The Spider-Man Vault: A Museum-in-a-Book with Rare Collectibles Spun from Marvel's Web","A Museum-in-a-Book with Rare Collectibles Spun from Marvel's Web","en","Comic Book & Cartoon Art,Graphic Novels: Superheroes,Antiques & Collectables","Peter A. David","","","","","","Running Press",192,"2011-10-04","hardcover",,,,,,,,,,"Rebooted into a fresh new film franchise (2012) directed by Marc Webb and starring up-and-comers Andrew Garfield and Emma Stone, and having debuted in its first ever Broadway appearance in March 2011, Spider-Man is back in the spotlight. Reaching out to millions of devoted fans, The Spider-Man Vault will afford readers a whole new look at the beloved ""web-slinger"".This vivid collection of images and ephemera focuses on a dynamic exploration of Spider-Man's character, providing a complete biography through his development in comics, media, and culture. Further drawing readers into Spidey's world will be approximately 20 removable features, housed in the sophisticated plastic pages specific to the ""vault"" format, and printed on special papers to heighten the noteworthiness of each carefully selected piece.

From the classic comics to the big screen, The Spider-Man Vault is a comprehensive collection of art and ephemera that brings Spidey's back story out of the archive and into the arms of fans worldwide."
